-9.006724357604980469e-01,-4.926283285021781921e-02,3.443836867809295654e-01,-4.912700653076171875e-01,-5.398718640208244324e-03,-1.386693567037582397e-01,-2.285856008529663086e-01,-7.841855287551879883e-01,-2.876299917697906494e-01,-4.425713121891021729e-01,-7.488847710192203522e-03,2.582296729087829590e-01,3.350037708878517151e-02,4.429441690444946289e-01,2.932421863079071045e-01,-1.918254196643829346e-01,5.185924172401428223e-01,6.810226440429687500e-01,-2.897531092166900635e-01,-3.264276087284088135e-01,-2.414523363113403320e-01,4.870186448097229004e-01,2.626378536224365234e-01,2.451570518314838409e-02,-2.179391868412494659e-02,-1.521959900856018066e-01,-2.125183194875717163e-01,4.884042441844940186e-01,2.182183712720870972e-01,-4.165932908654212952e-02
-5.823011398315429688e-01,-1.546853482723236084e-01,2.624224722385406494e-01,-2.564647197723388672e-01,9.732747450470924377e-03,-8.107472956180572510e-02,-8.860071003437042236e-02,-4.151543378829956055e-01,-4.128361642360687256e-01,-8.829443715512752533e-03,5.822130292654037476e-02,3.309550583362579346e-01,2.347860485315322876e-01,6.026817560195922852e-01,4.284361600875854492e-01,-1.756311655044555664e-01,3.086815774440765381e-01,5.521854758262634277e-01,-1.851192116737365723e-01,-1.965330839157104492e-01,-4.376872777938842773e-01,2.594906389713287354e-01,3.673819005489349365e-01,-8.505378663539886475e-02,1.025492474436759949e-01,-5.478445291519165039e-01,-3.093987107276916504e-01,3.704963922500610352e-01,3.622043132781982422e-01,2.263051457703113556e-02
-7.886127829551696777e-01,-1.227020770311355591e-01,3.690142631530761719e-01,-3.096001148223876953e-01,-2.238394506275653839e-02,4.674188494682312012e-01,-1.384081691503524780e-01,-2.754379510879516602e-01,-2.451015710830688477e-01,2.967542223632335663e-02,-1.360882073640823364e-01,7.763193547725677490e-02,1.497973352670669556e-01,4.407640397548675537e-01,2.949231863021850586e-01,6.379219889640808105e-02,3.664301037788391113e-01,6.819872260093688965e-01,-2.094966322183609009e-01,-1.135403439402580261e-01,-2.906894385814666748e-01,2.809948325157165527e-01,3.568826913833618164e-01,-7.322357594966888428e-02,-3.191022872924804688e-01,-5.754640102386474609e-01,1.171123236417770386e-01,1.037429422140121460e-01,6.057574748992919922e-01,2.648039758205413818e-01
-1.238032817840576172e+00,-3.422618508338928223e-01,1.013848185539245605e-01,-4.815849363803863525e-01,1.561271101236343384e-01,2.172418311238288879e-02,-2.710291147232055664e-01,-4.665411114692687988e-01,-6.421187520027160645e-01,-4.261187314987182617e-01,-2.531055510044097900e-01,-6.208678483963012695e-01,1.977335214614868164e-01,2.312189191579818726e-01,-2.494797855615615845e-01,-7.927023619413375854e-02,5.282335877418518066e-01,4.936232566833496094e-01,-4.190847277641296387e-01,1.833140999078750610e-01,-1.117473959922790527e+00,5.776890516281127930e-01,-1.600530594587326050e-01,4.123008847236633301e-01,6.541503071784973145e-01,-2.588223218917846680e-01,3.512460887432098389e-01,-2.854111418128013611e-02,6.018675565719604492e-01,-5.862972140312194824e-01
-6.452348828315734863e-01,1.101310849189758301e-01,-6.322447955608367920e-02,-3.480789065361022949e-02,-2.486153692007064819e-01,5.618106722831726074e-01,3.971373736858367920e-01,-2.492437511682510376e-01,-2.830915451049804688e-01,1.948111206293106079e-01,-4.944046437740325928e-01,7.268690466880798340e-01,-2.051939815282821655e-01,-5.080341100692749023e-01,4.822369292378425598e-02,1.666686385869979858e-01,-1.271657198667526245e-01,1.571524590253829956e-01,-3.855906724929809570e-01,5.787613615393638611e-02,5.457631945610046387e-01,3.654251098632812500e-01,6.676577031612396240e-02,2.747304439544677734e-01,2.541168034076690674e-01,2.619118988513946533e-01,1.356973648071289062e-01,8.007022738456726074e-01,1.107133254408836365e-01,5.884272605180740356e-02
-7.148763537406921387e-01,-7.493378967046737671e-02,-4.376831352710723877e-01,-2.611807882785797119e-01,5.339592099189758301e-01,1.990707367658615112e-01,-5.587915331125259399e-02,-1.055690765380859375e+00,-9.506037235260009766e-01,-5.926681756973266602e-01,1.670969724655151367e-01,-5.133562684059143066e-01,3.502005934715270996e-01,9.202780723571777344e-01,-8.909027576446533203e-01,1.208735555410385132e-01,-1.372256428003311157e-01,6.301190853118896484e-01,-5.496349930763244629e-01,-1.062634289264678955e-01,-6.541903614997863770e-01,1.847900748252868652e-01,-1.862726211547851562e-01,-7.449275255203247070e-02,-2.834189534187316895e-01,-1.022096753120422363e+00,-5.073654055595397949e-01,-4.273521900177001953e-01,7.167198061943054199e-01,-8.165634274482727051e-01
-5.395132303237915039e-01,-8.486444130539894104e-03,-2.750574648380279541e-01,1.857205778360366821e-01,-4.052906632423400879e-01,7.193225622177124023e-01,4.787707924842834473e-01,-2.521982789039611816e-01,-2.979697287082672119e-01,2.431551218032836914e-01,-7.508602738380432129e-01,8.183794021606445312e-01,1.054313499480485916e-02,-4.705613851547241211e-01,-1.771577149629592896e-01,2.264321446418762207e-01,5.232477933168411255e-02,3.285236656665802002e-01,-2.832459807395935059e-01,-1.370814722031354904e-02,6.292104721069335938e-01,1.024898588657379150e-01,6.687525659799575806e-02,1.464377939701080322e-01,2.104383558034896851e-01,3.191561698913574219e-01,2.735649943351745605e-01,7.197026610374450684e-01,1.942061632871627808e-01,-2.783955074846744537e-03
-1.128113865852355957e+00,-1.639720499515533447e-01,3.949091136455535889e-01,-6.448906064033508301e-01,1.143471375107765198e-01,4.292257428169250488e-01,8.591016381978988647e-02,-3.336256742477416992e-01,-1.125841885805130005e-01,-2.977818548679351807e-01,-3.536945953965187073e-02,4.117698594927787781e-02,4.186066240072250366e-02,4.620219469070434570e-01,8.152642101049423218e-02,2.546386420726776123e-01,4.647997021675109863e-01,4.789056479930877686e-01,-3.979279696941375732e-01,-1.632361859083175659e-01,3.762445878237485886e-03,3.265734910964965820e-01,1.521331965923309326e-01,-1.176518946886062622e-01,-5.752086639404296875e-01,-2.093520164489746094e-01,2.238075733184814453e-01,2.611042261123657227e-01,4.144363403320312500e-01,1.615007966756820679e-01
-3.857268095016479492e-01,-6.796751618385314941e-01,-2.344982922077178955e-01,-4.947741627693176270e-01,6.359601616859436035e-01,-3.776483237743377686e-01,-6.746035069227218628e-02,-6.257662773132324219e-01,-7.505839467048645020e-01,-8.215218186378479004e-01,-3.625200688838958740e-01,-6.346404552459716797e-01,4.911815226078033447e-01,1.343974351882934570e+00,-6.871798634529113770e-01,-2.463605254888534546e-01,-1.607080250978469849e-01,3.328289389610290527e-01,-5.713053941726684570e-01,9.354771114885807037e-03,-6.707598567008972168e-01,-3.076566942036151886e-02,-1.278058290481567383e-01,5.627081990242004395e-01,1.110086590051651001e-02,-6.047697663307189941e-01,-1.198022440075874329e-01,-3.143784999847412109e-01,7.588651180267333984e-01,-6.407706141471862793e-01
-7.360149025917053223e-01,-3.983990848064422607e-01,3.927222639322280884e-02,-3.199534118175506592e-01,-4.708878323435783386e-02,-7.652135938405990601e-02,-5.758832693099975586e-01,-1.904888004064559937e-01,-5.013540387153625488e-01,-6.474718451499938965e-01,-2.390386164188385010e-01,-4.154218733310699463e-01,3.088677823543548584e-01,4.757344126701354980e-01,-7.841009646654129028e-02,-3.127679228782653809e-01,3.282255828380584717e-01,4.178993403911590576e-01,-3.485547304153442383e-01,1.745161712169647217e-01,-1.052228689193725586e+00,4.016225039958953857e-02,2.481253594160079956e-01,5.402291417121887207e-01,4.273136556148529053e-01,-7.007593512535095215e-01,1.215309798717498779e-01,-1.211043745279312134e-01,5.004394054412841797e-01,-6.203914880752563477e-01
